ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
10860,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,10.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;TypeScript,PostgreSQL,47650.0,34.0
10883,35-44 years old,Some college/university study without earning a degree,Employed,20.0,16.0,Other (please specify):,"10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Go;Java;Python;SQL,Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,355000.0,44.0
10891,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",7.0,12.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Other:,Finland,C;C#;Dart;Elixir;F#;Go;HTML/CSS;JavaScript;Scala;SQL;TypeScript,Cosmos DB;Databricks SQL;Dynamodb;Microsoft SQL Server;PostgreSQL;Redis;SQLite;Cockroachdb;Pocketbase,104413.0,24.0
109,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",28.0,30.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Other:,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;SQLite,88492.0,64.0
10901,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,9.0,"Developer, mobile",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,Czech Republic,Swift,None,89867.0,34.0
10911,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,20.0,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Software Development,Croatia,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Visual Basic (.Net),MySQL;PostgreSQL,75410.0,44.0
10913,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,"Developer, front-end",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL,53095.0,24.0
10914,25-34 years old,Some college/university study without earning a degree,Employed,5.0,9.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,Ruby;TypeScript,PostgreSQL;Redis,83046.0,34.0
10923,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,30.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,C;C#;C++;HTML/CSS;Java;JavaScript;SQL,PostgreSQL;Redis,64968.0,44.0
1093,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,9.0,Academic researcher,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,Other,C;Java;JavaScript;Kotlin;MATLAB;Python,Cloud Firestore;Firebase Realtime Database;SQLite,46111.0,34.0
10930,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,4.0,10.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,C#;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,80000.0,24.0
10936,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,17.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;Lua;PowerShell;Python;SQL;VBA;Visual Basic (.Net),Microsoft SQL Server,75000.0,44.0
10946,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, full-stack",500 to 999 employees,Individual contributor,In-person,Higher Education,United States of America,Bash/Shell (all shells);C#;JavaScript;Python;Rust;SQL;TypeScript,Oracle;PostgreSQL;Redis;SQLite,82000.0,34.0
10950,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,11.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Manufacturing,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,59902.0,54.0
10959,25-34 years old,Some college/university study without earning a degree,Employed,5.0,6.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Spain,HTML/CSS;JavaScript;Python,Dynamodb,51046.0,34.0
10963,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,11.0,14.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,JavaScript;PHP;Python;TypeScript,BigQuery;MySQL;Redis,47932.0,34.0
10992,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30.0,35.0,"Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Energy,United States of America,C;C++;Python;Rust,None,250000.0,54.0
11001,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,18.0,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Go;Python;SQL;TypeScript,PostgreSQL,215000.0,44.0
1101,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,40.0,Engineering manager,Less than 20 employees,People manager,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript;Zig,DuckDB;InfluxDB;PostgreSQL;Redis;Snowflake;SQLite;Pocketbase,253000.0,54.0
11014,25-34 years old,Some college/university study without earning a degree,Employed,3.0,10.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,Bash/Shell (all shells);JavaScript;Kotlin;SQL;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL,60560.0,34.0
11015,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,6.0,6.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Elixir;Erlang,MongoDB;PostgreSQL,185000.0,44.0
11016,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,12.0,"Developer, mobile",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,Dart;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,None,78962.0,34.0
1102,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,15.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;SQL;Swift;TypeScript,BigQuery;Elasticsearch;InfluxDB;PostgreSQL;Redis;SQLite;Amazon Redshift,95132.0,34.0
11021,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,22.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,Assembly;Bash/Shell (all shells);C;C#;C++;F#;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Cassandra;Cosmos DB;DuckDB;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,160000.0,44.0
1103,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,10.0,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,C;C++;Python;Rust,None,52207.0,34.0
11031,25-34 years old,Some college/university study without earning a degree,Employed,10.0,12.0,"Architect, software or solutions",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Government,Czech Republic,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python,Microsoft SQL Server,24339.0,34.0
11048,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,27.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;PowerShell;TypeScript,PostgreSQL,61264.0,54.0
11050,35-44 years old,"Associate degree (A.A., A.S., etc.)",Not employed,15.0,32.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,100000.0,44.0
11057,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,13.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Other:,Chile,Bash/Shell (all shells);C;C#;Dart;GDScript;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,MySQL;Redis;SQLite,16541.0,34.0
11067,25-34 years old,Other (please specify):,Employed,7.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,Canada,HTML/CSS;JavaScript;PHP;TypeScript,PostgreSQL;Redis,56908.0,34.0
11090,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,4.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Valkey,5231.0,24.0
11091,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,16.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Fintech,United States of America,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;SQLite,160272.0,44.0
11092,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,4.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,Ukraine,C#;HTML/CSS;JavaScript;SQL,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,11504.0,24.0
11095,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,17.0,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Software Development,Portugal,Bash/Shell (all shells);Go;Java;JavaScript;SQL;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL;Clickhouse,116015.0,44.0
11097,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,7.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,138000.0,34.0
11103,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,13.0,Cloud infrastructure engineer,20 to 99 employees,Individual contributor,Remote,Media & Advertising Services,Brazil,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite,36000.0,34.0
11108,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,17.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,Remote,Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;JavaScript;Python;SQL,MariaDB;MySQL;PostgreSQL;SQLite,183791.0,44.0
11116,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,28.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Higher Education,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,DuckDB;Dynamodb;Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase;Valkey,185000.0,54.0
11121,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,5.0,"Developer, front-end",100 to 499 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",Ukraine,HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,MySQL,11400.0,44.0
11128,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, game or graphics",100 to 499 employees,Individual contributor,Remote,Other:,Sweden,C#;Lua,None,51572.0,34.0
1113,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,HTML/CSS;Java;JavaScript;Swift;TypeScript,MongoDB;SQLite,12205.0,34.0
11130,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,24.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,C#;HTML/CSS;JavaScript;PHP,MySQL,120000.0,34.0
11137,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,10.0,Academic researcher,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",France,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;PHP;Python;Rust,PostgreSQL;SQLite,46406.0,34.0
11147,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,12.0,"Developer, full-stack","1,000 to 4,999 employees",People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;MySQL;PostgreSQL;SQLite,106463.0,44.0
11154,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",43.0,48.0,"Architect, software or solutions",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,Italy,Delphi;HTML/CSS;JavaScript;PowerShell;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,78890.0,
11168,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,25.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Argentina,Delphi;Go;JavaScript;PHP;SQL;TypeScript;Visual Basic (.Net),Cloud Firestore;Dynamodb;Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Clickhouse,100000.0,54.0
1117,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,20.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,None,103468.0,44.0
11176,35-44 years old,Some college/university study without earning a degree,Employed,15.0,25.0,Engineering manager,20 to 99 employees,People manager,Remote,Software Development,United States of America,C;C#;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL;TypeScript,BigQuery;PostgreSQL,170000.0,44.0
11194,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,7.0,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C++;Lua;PowerShell;Python;Rust,InfluxDB;PostgreSQL,74878.0,34.0
1120,35-44 years old,Some college/university study without earning a degree,Employed,9.0,12.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,Go;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;Amazon Redshift,82695.0,44.0
